precursor,n_mofs_sharing_precursor,co2_uptake_range,ch4_uptake_range
O=C1C(=O)C(=O)C1=O.[Co].[OH],3,0.25341438299999997,0.1052724395000002
O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],2,0.5491808090000001,4.323261758799999
O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],3,0.43965577499999986,1.1759803393000006
O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],2,0.07060264999999999,0.06956758659999807
O=C1NCCN1.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2,0.023598086000000018,0.04524632510000082
O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Zn].c1ccc2c(c1)N=C[N]2,2,0.23345781,0.0469928138000002
O=N(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[Cu].n1ccc(cc1)[N][N]c1ccncc1,2,0.008670359999999988,0.328145165
O=[C]1=NC=CC=N1.[Cu],2,0.17167645500000006,1.4661346351
O=[C]1=NC=CC=N1.[Pd],2,0.15192039899999998,0.06681044010000026
O=[C]1=N[C]=[C][C]=N1.[Cu],2,0.002813865999999998,0.01751830979999891
O=c1c2cc3c(cc2c(=O)n1Cc1ccncc1)c(=O)n(c3=O)Cc1ccncc1.[Cu].[O-]C(=O)c1ccccc1C(=O)[O-],4,1.8573751440000001,2.3221041915000007
OC(=O)C1=NC=N[C]1C(=O)[O-].[Cd].[O-]C(=O)C1=C([N]C=N1)C(=O)[O-],2,0.06570784200000013,0.23479786779999978
OC(c1ccccc1)C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1,5,0.15762123499999992,0.9248448208000006
S=C1[N]N=NN1C.[Ag].[Ag][Ag],2,0.016192638000000037,0.08538654619999875
[Ag].[C]#N.[Fe].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,7,0.6844000719999999,0.9185067668000002
[Ag].[Cr].[O-]C(=O)C(=O)[O-],2,0.09020240399999999,6.809361207000001
[Ag].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1,2,0.0017598550000000046,0.2801994729999997
[Ag].c1ccc(cc1)P(c1ccccc1)CCP(c1ccccc1)c1ccccc1.c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2,0.10342747600000002,0.016116605399999706
[Ag].c1ccc(nc1)C1=NN=N[N]1,2,0.006282954000000007,0.04788441180000014
[Ag].c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1,3,0.342092678,1.3065557059999997
[Ag].c1ccn([n-]1)c1cc(cc(c1)n1[n-]ccc1)n1[n-]ccc1,2,0.5996614309999999,0.9475210569999999
[Ag].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,36,0.345960078,0.4049599887000004
[Ag].n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,2,0.035226897000000035,0.08867721360000047
[Ag].n1ccc(cc1)CCc1ccncc1,2,0.27976239800000013,0.7622384045999997
[Ag].n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,5,0.17225945099999995,0.5365834570000008
[Ag].n1ccnc(c1)Cc1nccnc1,9,1.429387137,6.4360055134000005
[Ag].n1ccnc(c1)Sc1nccnc1,2,0.516521961,0.8095431513999998
[Ag].n1ccnc(c1)c1nnc(o1)c1nccnc1,2,0.11213377999999974,0.013054765099999699
[Ag].n1ccncc1,3,0.214460771,0.9429526105000008
[Ag].n1cncc(c1)c1cncnc1,2,0.533612079,1.2574392078
[Ag].n1ncc2c(c1)cnnc2,3,0.40369217700000015,1.1934818191999996
[Ag].n1ncn(c1)CCn1cnnc1,2,0.19220683999999993,2.9233287205
[Ag].n1ncn(c1)n1cnnc1,5,0.252832313,8.3447186841
[Ag]1[Ag][Ag][Ag]1.[C]#N.[Cd],2,0.14980752400000008,0.16325526899999998
[Ag]1[Ag][Ag][Ag]1.[C]#N.[Fe],2,0.058311843999999946,0.03913627119999999
[Al].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[O],16,0.047757826,0.35325914919999946
[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O],2,1.311846433,2.1693246030000006
[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O].[O][C]([C]1[C][C][C]([C][C]1)C(=O)[O-])[O],2,0.5328408860000002,0.07273450200000031
[Al].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],4,1.0856707920000002,0.08565697950000128
[Al].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],10,2.2132547130000004,4.306924124
[Au].[C]#N.[Fe],2,0.061248373,0.08402526520000003
[Au].[C]#N.[Fe].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,7,0.15651263699999995,0.6973466299000002
[Au].[C]#N.[Fe].n1ccc(cc1)C1=N[N]C(=N[N]1)c1ccncc1.n1ccc(cc1)c1nnc(nn1)c1ccncc1,2,0.21260686399999995,0.1585116464999996
[Au].[NH]C1=CC(=C2[C]3C1=C([O])C=C(C3=C(C=C2[NH])[O])[NH])[O],2,0.0007151699999999872,0.01514790779999764
[Au][Au].[C]#N.[Fe].n1ccc(cc1)c1ccc(nn1)c1ccncc1,2,0.06139070099999999,0.10467625400000014
[Ba].[Li].[O-]C(=O)c1[nH][n-]c(c1)C(=O)[O-],2,0.658658864,1.7039906717999997
[Ba].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],3,0.346054997,0.29740661459999984
[Ba]1[OH2][Ba][OH2]1.[O-]C(=O)C(=O)[O-].[V]O[Ba]O[V],2,0.14415728700000008,0.07608329619999998
[Bi].[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])[O],2,1.140946037,1.8056722601
[CH]1C2[CH]C1C1(C3C4C2(C4C13)n1cnnc1)n1cnnc1.[Cu],2,0.08011919800000022,0.06092109409999935
[C]#N.[C]#[C].[Cd],25,0.891603884,4.7859950571
[C]#N.[C]#[C].[Cu].[Cu][Cu],3,0.0011597950000000051,0.5869150563999996
[C]#N.[C]#[C].[Cu].c1cnc(cn1)c1cc(cc(n1)c1cnccn1)c1ccncc1,2,0.027064493999999995,0.015675892099999977
[C]#N.[C]#[C].[Cu][Cu],2,0.00026278999999999886,1.0129421364
[C]#N.[Cd],12,2.6365691669999998,3.9562620242000004
[C]#N.[Cd].[Cu][Cu],2,0.234255389,1.4105983686
[C]#N.[Cd].[Ni],25,0.168297121,0.9894382070000001
[C]#N.[Co].[Sr],3,2.281425654,3.2930287528999993
[C]#N.[Cr].[Mn],2,0.16995471899999992,0.03753604800000021
[C]#N.[Cu].[Cu][Cu],7,0.026767224,2.1928694945999996
[C]#N.[Cu].[Mo],2,0.589984153,1.155144814
[C]#N.[Cu].[W].c1ccncn1,4,0.163521493,0.3357314684000001
[C]#N.[Cu].[Zn],5,0.076196081,0.16971667799999945
[C]#N.[Cu][Cu],2,0.012342678000000003,0.5685819748000003
[C]#N.[Fe].[Mn],2,1.7501788950000001,1.8510407144
[C]#N.[Fe].[Nb],2,2.481406672,0.6662554883
[C]#N.[Fe].[Ni],2,0.4019575799999999,0.06275675420000004
[C]#N.[Fe].[Ni].n1ccncc1,3,0.1318489839999999,0.40362894720000053
[C]#N.[Fe].[Pt],3,0.320602649,2.7616829381
[C]#N.[Fe].[Pt].n1ccc(cc1)C#CC#Cc1ccncc1,4,0.37893744100000004,0.49007439289999954
[C]#N.[Fe].[Pt].n1ccncc1,4,1.1168542700000001,0.20804773119999975
[C]#N.[Mn].[Mo],12,5.100498765,2.9515763531
[C]#N.[Mn].[Nb],4,3.8116471140000003,2.5997432983
[C]#N.[Mn].[Nb].n1ccncc1,2,0.6982344279999997,1.0991415921999996
[C]#N.[Mn].[W],2,0.5541561280000002,0.8037557620000002
[C]#N.[Mn].n1ccc(cc1)c1ccncc1,2,0.0102009970000001,0.07304529849999941
[C]#N.[Mo].[Ni],4,0.440716906,3.3967620546000004
[C]#N.[Nb].[Zn],2,0.012055318000000037,0.045637989799999445
[C]#N.[Ni].[W],4,1.018989422,3.4796684463000003
[C]#[C].[Cd],28,0.761411625,0.539820752499999
[C]#[C].[Zn],2,0.07952863200000002,0.8027027492000016
[C][C]C1([C][C]1)Oc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC1([C][C])[C][C]1)c1ccc(cc1)C(=O)[O-].[Cu][Cu],10,1.358763961,6.046883040600001
[Ca].[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],3,3.719220012,3.972884786399999
[Ca].[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],2,1.3568582400000002,0.9248124083999985
[Ca].[Eu].[O-]C(=O)c1cccc(n1)C(=O)[O-],2,0.0033809670000000125,0.2053466277
[Ca].[O-]C(=O)CCCCC(=O)[O-],2,1.38200521,4.3445137364
[Ca].[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-],3,4.749402224000001,5.553106927099999
[Ca].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],2,0.1371358210000002,0.5494120289999995
[Ca].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,1.9421882890000002,1.2588492982000004
[Ca].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],2,0.15053340700000017,0.2554428085999998
[Ca].[O-]C(=O)c1ccc(cc1)C(=O)[O-],3,2.263917909,1.290659913099999
[Ca].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],15,0.10770679900000002,0.4865766627999999
[Ca].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-],6,0.30054342200000006,0.40352749659999976
[Ca].[O-]C(=O)c1ccc(s1)C(=O)[O-],4,1.0348250159999992,0.7835563809999995
[Ca].[O-]C(=O)c1cccc(c1)C(=O)[O-],2,0.7859206800000003,3.6263471517
[Cd].[Cd][Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,2.088354795,1.998469474300001
[Cd].[Cs].[O-]C(=O)c1cccc(c1)C(=O)[O-],2,0.008750829000000016,0.00348184390000128
[Cd].[Cu].[O-]C(=O)CC(=O)[O-],2,0.02173239399999982,0.03425545039999989
[Cd].[Hg].[S]C#N,4,1.355082232,1.0828620881000002
[Cd].[N]([CH]c1ccncc1)[N][CH]c1ccncc1.n1ccc(cc1)C=NN=Cc1ccncc1,2,3.84381102,2.394106367900001
[Cd].[N][N][N].[O-]C(=O)c1ccncc1,3,0.839195832,0.6253962180999997
[Cd].[N][N][N].n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,3,0.2550742719999999,0.45527375980000073
[Cd].[Na].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2,0.42191570600000006,0.7542614136000001
[Cd].[O-]C(=O)C(=O)[O-],3,0.5229694029999999,3.968088816299999
[Cd].[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-],2,0.10823397400000001,0.060532610799999276
[Cd].[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,2,0.666212056,2.2683366884
[Cd].[O-]C(=O)C=Cc1cnc[nH]1,2,0.009866548000000003,0.22232769460000013
[Cd].[O-]C(=O)CC(=O)[O-],3,0.05528166999999984,0.05436635349999985
[Cd].[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],2,0.09475099399999998,0.8890161166999997
[Cd].[O-]C(=O)CN(Cc1ccncc1)CC(=O)[O-],2,3.0139458439999998,1.5152174038
[Cd].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],2,3.275820436,9.174834224800001
[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],3,0.9760328450000001,5.1743899333000005
[Cd].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],2,4.089648811,2.107299717300001
[Cd].[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-],3,1.7803825569999998,3.8985438885000003
[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],13,5.932696303,10.2683286946
[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O,2,1.5075876910000001,2.3489640213
[Cd].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],3,4.179241074,1.3353168572
[Cd].[O-]C(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],2,0.08858323400000012,0.04112155159999897
[Cd].[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,0.7148936999999997,2.5841489639999997
[Cd].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],4,0.17524356099999983,0.32973888439999977
[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-],2,0.02598296099999997,0.043397057900000036
[Cd].[O-]C(=O)c1cc(nc(c1)C(=O)[O-])C(=O)[O-],2,0.03595759300000001,0.004029954299999972
[Cd].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].n1ccc(cc1)c1ccncc1,2,0.046083207000000015,1.9696193279000003
[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],2,0.13103257800000012,0.4961586115000003
[Cd].[O-]C(=O)c1ccc(c2c1nsn2)C(=O)[O-],2,0.018754864000000038,0.15822940700000032
[Cd].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],2,1.195988942,1.9413497068000023
[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],6,3.2202235200000002,10.948680623200001
[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,2,0.29839711199999996,0.07875927559999996
[Cd].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4,0.1284605379999999,0.6058030775000001
[Cd].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],6,1.32078863,0.6264861268999997
[Cd].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1,2,0.18482314,0.7536564586000001
[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],5,1.329544324,6.466645507499999
[Cd].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],4,0.43167468200000014,1.3656745741000007
[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],2,0.06733277799999993,0.9267640586999999
[Cd].[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4,2.043600092,3.0825688189000005
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],6,1.9814496839999998,0.8909639541000005
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],3,1.7683289700000002,1.7282861669000003
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,2,2.161962574,4.3154249807
[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]c1c(C=NC2CCCCC2N=Cc2cc(cc(c2[O])C(C)(C)C)c2ccncc2)cc(cc1C(C)(C)C)c1ccncc1.[V][V]O[V][V],2,0.8092688579999998,0.15490193289999965
[Cd].[O-]C(=O)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1cccc(c1)c1ccncc1,3,0.09147618499999988,1.2815346341000002
[Cd].[O-]C(=O)c1ccc(cc1)c1cnc[nH]1,3,1.9909855040000002,5.141756104800001
[Cd].[O-]C(=O)c1ccc(cc1)n1cncc1,4,1.600931459,2.5547399423000003
[Cd].[O-]C(=O)c1ccc(o1)C(=O)[O-],3,3.893160121,2.5558877656
[Cd].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-],3,1.571601368,2.1061034185
[Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],2,2.582539232,2.9623819459000007
[Cd].[O-]C(=O)c1ccncc1,10,2.42813158,3.0789794854
[Cd].[O-]C(=O)c1ccncc1.[O]S(=O)(=O)[O],2,0.29693132199999983,0.2699788274000001
[Cd].[O-]C(=O)c1cnccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,3,0.013924255000000052,7.012112499100001
[Cd].[O-]C(=O)c1ncccn1,2,0.003161969999999986,0.00527672910000021
[Cd].[O]S(=O)(=O)[O].n1ccc(cc1)c1ccncc1,2,1.9213765699999998,1.8029762762000001
[Cd].c1cc(nc(c1)n1cnnc1)n1cnnc1,2,0.02760198800000002,0.1087247167999994
[Cd].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,3,0.188882569,0.04222067129999996
[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,2,0.23822141899999938,0.5327301967000002
[Cd].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2,0.055630168000000424,0.00813102360000073
[Cd].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,5,5.275577538,5.164281091800001
[Cd].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,2,1.0310542849999997,3.028891013800001
[Cd].n1ccc(cc1)Nc1ccncc1,2,0.901863552,0.9461655328000003
[Cd].n1ccc(cc1)c1ccc(cc1)c1ccccn1,2,0.21379290399999995,0.4785874556000005
[Cd].n1ncn(c1)n1cnnc1,3,1.7858910409999997,3.1281894948
[Cd][OH2][Cd].[O-]C(=O)c1cc(Br)cnc1,3,0.16048400900000004,0.0932014644000001
[Ce].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2,1.6052131799999998,3.2382846547999993
[Ce].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,2.795608741,4.173616408799999
[Ce].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-],2,2.609106258,0.8353146466000005
[Ce].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,0.0728609579999997,0.7020003541000008
[Ce].[O-]C(=O)c1cccc(n1)C(=O)[O-],4,1.4320812430000007,0.6940462982000017
[Co].[Co]1[OH2][Co][OH2]1.[O-]C(=O)C1C(C(=O)[O-])C(C(=O)[O-])C(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-],2,0.04334133299999987,0.020577886399999912
[Co].[Co]O[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,0.23181323600000026,1.1089592558000003
[Co].[Co]O[Co].[O-]C(=O)c1ccncc1,4,0.8177262269999999,1.0413833702999993
[Co].[Dy].[O-]C(=O)c1cccc(n1)C(=O)[O-],2,0.1050350630000001,0.12966790250000004
[Co].[Eu].[O-]C(=O)c1cccc(n1)C(=O)[O-],2,0.06883568200000001,0.0354351902000003
[Co].[Hg].[S]C#N,2,1.1325888000000002,0.25630639360000007
[Co].[Na].[O-]C(=O)c1cccc(c1)C(=O)[O-],2,0.2654188959999999,2.3091257632
[Co].[O-]C(=O)C(=O)[O-],2,3.6438074300000003,1.729952270900001
[Co].[O-]C(=O)C(=O)[O-].n1ccc(cc1)c1ccncc1,2,0.014845686000000025,0.16493353179999914
[Co].[O-]C(=O)C([O])C.[O-]C(=O)c1ccc(cc1)c1ccncc1,4,0.026665855000000016,0.14322157899999954
[Co].[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].n1ccc(cc1)c1ccncc1,2,0.2856432270000002,0.11213120820000011
[Co].[O-]C(=O)C1=CC2=NN=NC2=C[CH]1.[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[OH],2,0.33575645600000015,0.6766549666000001
[Co].[O-]C(=O)C1=CC2=NN=NC2=C[CH]1.[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[O-]C(=O)C1=C[CH]C2=NN=NC2=C1.[O-]C(=O)C1=C[C]2C(=NN=N2)C=C1.[O-]C(=O)c1ccc2=N[N]N=c2c1.[OH],7,0.49685634499999987,0.7149474404999987
[Co].[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)C1=C[CH]C2=NN=NC2=C1.[O-]C(=O)c1ccc2=N[N]N=c2c1.[OH],3,0.07863551599999985,0.19916481070000103
[Co].[O-]C(=O)C1=CN=C[N]1.[O-]C(=O)[C]1C=NC=N1,2,1.060146699,1.0981775027999996
[Co].[O-]C(=O)C1CC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,2,0.071187538,0.24987374090000003
[Co].[O-]C(=O)C=CC=CC(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,2,0.6377563770000001,0.7151428101999997
[Co].[O-]C(=O)CC(C(=O)[O-])N.n1ccc(cc1)c1ccncc1,2,0.1660422399999999,0.3800179843000002
[Co].[O-]C(=O)CC(C(=O)[O-])[O].[O-]C(=O)c1ccncc1,8,0.28754892200000004,0.22344466569999977
[Co].[O-]C(=O)CN(Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-])CC(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,3,0.07277418099999977,0.07922005030000001
[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],8,5.020588894,3.9110567130999994
[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].n1ccc(cc1)c1ccncc1,2,2.202211434,2.2453453387
[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1[O])[O],9,1.230615101,0.3825955075999996
[Co].[O-]C(=O)c1cc(Oc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],2,1.7737069920000001,0.8315619888000008
[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],12,3.628561894,4.146073253799999
[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],9,6.610381413,3.4699964823
[Co].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],3,0.6274123520000001,4.4934533192
[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,5,0.4701948119999999,0.39231980770000074
[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],2,1.2434915370000001,0.059187832100000115
[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],2,0.5239437900000001,0.7742702633
[Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,2,0.059710366000000015,0.019876317900000107
[Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,2,0.17311500499999988,1.1963817337999991
[Co].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],5,1.045709291,1.1282149630000005
[Co].[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],3,1.7456228940000003,4.2394546278
